"Food_Name","Food_Brand","Food_Amount","Food_Unit","Calories","Fat","Fiber","Carbs","Sodium","Protein","LogDate","Date"
"Putenschinken","Berger",100,"gram",101,2,0,1.2,0,19,"2019-11-23",2019-11-23
"Tortilla Wrap","Santa Maria",60,"gram",178,3,0,31.8,0,5.1,"2019-11-23",2019-11-23
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2019-11-23",2019-11-23
"Rote Paprika, frisch","",75,"gram",32,0.38,0,4.8,0,0.98,"2019-11-23",2019-11-23
"Rucola, frisch","",40,"gram",12,0.28,0,0.84,0,1.04,"2019-11-23",2019-11-23
"Gebratenes Hühnerfilet","",100,"gram",135,1.9,0,4.2,0,25,"2019-11-23",2019-11-23
"Kaisergemüse","Clever",200,"gram",80,1.4,0,8.4,0,5.6,"2019-11-23",2019-11-23
"Bouillon Pur Gemüse","Knorr",500,"liter",25,2.5,0,1.5,0,0.5,"2019-11-23",2019-11-23
"Blumenkohlreis","Bofrost",150,"gram",68,2.1,0,7.2,0,2.85,"2019-11-23",2019-11-23
"Zwiebel, frisch","",85,"gram",26,0.21,0,4.18,0,1,"2019-11-23",2019-11-23
"Basmati/Jasminreis 100 g gekocht","",100,"gram",135,0.2,0,30.2,0,3,"2019-11-23",2019-11-23
"Putenfarmerschinken","Billa",40,"gram",40,0.8,0,2.56,0,5.6,"2019-11-23",2019-11-23
"Guten Abend Brot","New Lifestyle Hofer",48,"gram",123,6.24,0,3.17,0,9.6,"2019-11-23",2019-11-23
"Apfel (mit Schale), frisch","",130,"gram",85,0.06,0,18.66,0,0.44,"2019-11-23",2019-11-23
"Spinat (Blattspinat), frisch","",50,"gram",11,0.15,0,0.31,0,1.4,"2019-11-23",2019-11-23
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",13,0.04,0,0.78,0,2.2,"2019-11-23",2019-11-23
"Banane (ohne Schale), frisch","",150,"gram",140,0.27,0,30.05,0,1.73,"2019-11-23",2019-11-23
"Weintrauben, frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2019-11-22",2019-11-22
"Jungspinat","Chef Menü",30,"gram",9,0.15,0,1.08,0,0.66,"2019-11-22",2019-11-22
"Rucola, frisch","",40,"gram",12,0.28,0,0.84,0,1.04,"2019-11-22",2019-11-22
"Cocktail Tomaten","Spar Vital",100,"gram",28,0.1,0,3.5,0,1.6,"2019-11-22",2019-11-22
"Putenschinken","Berger",100,"gram",101,2,0,1.2,0,19,"2019-11-22",2019-11-22
"Tortilla Wrap","Santa Maria",60,"gram",178,3,0,31.8,0,5.1,"2019-11-22",2019-11-22
"Salatgurke (ohne Schale), frisch","",147.5,"gram",18,0.24,0,3.19,0,0.87,"2019-11-22",2019-11-22
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2019-11-22",2019-11-22
"Rote Paprika, frisch","",75,"gram",32,0.38,0,4.8,0,0.98,"2019-11-22",2019-11-22
"Putenmedaillons","Hütthaler Hofer",150,"gram",146,1.5,0,0,0,33,"2019-11-22",2019-11-22
"Spinat (Blattspinat), frisch","",30,"gram",7,0.09,0,0.18,0,0.84,"2019-11-22",2019-11-22
"Jasminreis gekocht","Selbstgemacht",110,"gram",122,0.21,0,27.3,0,2.59,"2019-11-22",2019-11-22
"Zwiebel, frisch","",21.25,"gram",6,0.05,0,1.05,0,0.25,"2019-11-22",2019-11-22
"Champignons (Pilze), gebraten","",100,"gram",35,0.37,0,0.83,0,5.77,"2019-11-22",2019-11-22
"Knoblauch, frisch","",3,"gram",4,0,0,0.85,0,0.18,"2019-11-22",2019-11-22
"Zuchini","Gemüse",460,"gram",78,1.38,0,14.26,0,0,"2019-11-22",2019-11-22
"Knoblauchöl","Kunella Feinkost",0,"liter",41,4.55,0,0,0,0,"2019-11-22",2019-11-22
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2019-11-22",2019-11-22
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2019-11-22",2019-11-22
"Dinkelbrötchen","",120,"gram",271,4.08,0,45.6,0,12,"2019-11-22",2019-11-22
"Weintrauben, frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2019-11-21",2019-11-21
"Putenschinken","Berger",100,"gram",101,2,0,1.2,0,19,"2019-11-21",2019-11-21
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2019-11-21",2019-11-21
"Tortilla Wrap","Santa Maria",60,"gram",178,3,0,31.8,0,5.1,"2019-11-21",2019-11-21
"Rucola, frisch","",40,"gram",12,0.28,0,0.84,0,1.04,"2019-11-21",2019-11-21
"Rote Paprika, frisch","",75,"gram",32,0.38,0,4.8,0,0.98,"2019-11-21",2019-11-21
"Jungspinat","Chef Menü",30,"gram",9,0.15,0,1.08,0,0.66,"2019-11-21",2019-11-21
"Cocktail Tomaten","Spar Vital",100,"gram",28,0.1,0,3.5,0,1.6,"2019-11-21",2019-11-21
"Salatgurke (ohne Schale), frisch","",147.5,"gram",18,0.24,0,3.19,0,0.87,"2019-11-21",2019-11-21
"Zuchini","Gemüse",460,"gram",78,1.38,0,14.26,0,0,"2019-11-21",2019-11-21
"Zwiebel, frisch","",21.25,"gram",6,0.05,0,1.05,0,0.25,"2019-11-21",2019-11-21
"Jasminreis gekocht","Selbstgemacht",110,"gram",122,0.21,0,27.3,0,2.59,"2019-11-21",2019-11-21
"Putenmedaillons","Hütthaler Hofer",130,"gram",126,1.3,0,0,0,28.6,"2019-11-21",2019-11-21
"Champignons (Pilze), gebraten","",100,"gram",35,0.37,0,0.83,0,5.77,"2019-11-21",2019-11-21
"Spinat (Blattspinat), frisch","",30,"gram",7,0.09,0,0.18,0,0.84,"2019-11-21",2019-11-21
"Knoblauch, frisch","",3,"gram",4,0,0,0.85,0,0.18,"2019-11-21",2019-11-21
"Knoblauchöl","Kunella Feinkost",0,"liter",41,4.55,0,0,0,0,"2019-11-21",2019-11-21
"Dinkelbrötchen","",120,"gram",271,4.08,0,45.6,0,12,"2019-11-21",2019-11-21
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2019-11-21",2019-11-21
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2019-11-21",2019-11-21
"Knusperbrot","Leicht Und Cross",15,"gram",55,0.39,0,10.35,0,1.65,"2019-11-20",2019-11-20
"Weintrauben, frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2019-11-20",2019-11-20
"Fasten Fruchtjoghurt Kirsche","NÖM",180,"gram",99,0.2,0,15.5,0,7.6,"2019-11-20",2019-11-20
"Cocktail Tomaten","Spar Vital",100,"gram",28,0.1,0,3.5,0,1.6,"2019-11-20",2019-11-20
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2019-11-20",2019-11-20
"Tortilla Wrap","Santa Maria",60,"gram",178,3,0,31.8,0,5.1,"2019-11-20",2019-11-20
"Salatgurke (ohne Schale), frisch","",147.5,"gram",18,0.24,0,3.19,0,0.87,"2019-11-20",2019-11-20
"Jungspinat","Chef Menü",30,"gram",9,0.15,0,1.08,0,0.66,"2019-11-20",2019-11-20
"Rote Paprika, frisch","",75,"gram",32,0.38,0,4.8,0,0.98,"2019-11-20",2019-11-20
"Rucola, frisch","",40,"gram",12,0.28,0,0.84,0,1.04,"2019-11-20",2019-11-20
"Putenschinken","Berger",100,"gram",101,2,0,1.2,0,19,"2019-11-20",2019-11-20
"Zartes Gemüse","Merkur Immer Gut",130,"gram",77,1.3,0,10.53,0,3.77,"2019-11-20",2019-11-20
"Putenmedaillons","Hütthaler Hofer",130,"gram",126,1.3,0,0,0,28.6,"2019-11-20",2019-11-20
"Jasminreis gekocht","Selbstgemacht",150,"gram",167,0.29,0,37.23,0,3.53,"2019-11-20",2019-11-20
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",13,0.04,0,0.78,0,2.2,"2019-11-20",2019-11-20
"Puten-Farmer-Schinken","Berger",70,"gram",71,1.4,0,0.84,0,13.3,"2019-11-20",2019-11-20
"Spinat (Blattspinat), frisch","",30,"gram",7,0.09,0,0.18,0,0.84,"2019-11-20",2019-11-20
"Apfel (mit Schale), frisch","",130,"gram",85,0.06,0,18.66,0,0.44,"2019-11-20",2019-11-20
"Banane (ohne Schale), frisch","",150,"gram",140,0.27,0,30.05,0,1.73,"2019-11-20",2019-11-20
"Guten Abend Brot","New Lifestyle Hofer",48,"gram",123,6.24,0,3.17,0,9.6,"2019-11-20",2019-11-20
"Surimi Sticks","Top Mare",33.4,"gram",40,1.34,0,4.01,0,2.67,"2019-11-19",2019-11-19
"Tortilla Wraps","Beste Wahl (Rewe)",61,"gram",186,4.7,0,30.01,0,5.25,"2019-11-19",2019-11-19
"Rote Paprika, frisch","",75,"gram",32,0.38,0,4.8,0,0.98,"2019-11-19",2019-11-19
"Eisbergsalat","",40,"gram",6,0.04,0,1.2,0,0.36,"2019-11-19",2019-11-19
"Blattspinat","Edeka",30,"gram",7,0.12,0,0.18,0,0.84,"2019-11-19",2019-11-19
"Bio Räucherlachs","Natur Aktiv  (Hofer)",100,"gram",167,8.2,0,0.5,0,23,"2019-11-19",2019-11-19
"Salatgurke (ohne Schale), frisch","",147.5,"gram",18,0.24,0,3.19,0,0.87,"2019-11-19",2019-11-19
"Cocktail Tomaten","Spar Vital",100,"gram",28,0.1,0,3.5,0,1.6,"2019-11-19",2019-11-19
"Oberskren","Mautner Markhof",20,"gram",63,5.6,0,2.4,0,0.3,"2019-11-19",2019-11-19
"Mozzarella  gerieben","Milfina (Hofer)",30,"gram",87,6.9,0,0.3,0,6,"2019-11-19",2019-11-19
"Knoblauchöl","Kunella Feinkost",10,"liter",82,9.1,0,0,0,0,"2019-11-19",2019-11-19
"Zucchini, frisch","",600,"gram",138,1.74,0,13.56,0,12.18,"2019-11-19",2019-11-19
"Champions weiss","Lidl",100,"gram",19,0.4,0,0.6,0,2.2,"2019-11-19",2019-11-19
"Bolognese Sauce","Eigene Herstellung",150,"gram",207,14.7,0,5.4,0,13.05,"2019-11-19",2019-11-19
"Spinat (Blattspinat), frisch","",30,"gram",7,0.09,0,0.18,0,0.84,"2019-11-19",2019-11-19
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",13,0.04,0,0.78,0,2.2,"2019-11-19",2019-11-19
"Banane (ohne Schale), frisch","",150,"gram",140,0.27,0,30.05,0,1.73,"2019-11-19",2019-11-19
"Puten-Farmer-Schinken","Berger",70,"gram",71,1.4,0,0.84,0,13.3,"2019-11-19",2019-11-19
"Guten Abend Brot","New Lifestyle Hofer",48,"gram",123,6.24,0,3.17,0,9.6,"2019-11-19",2019-11-19
"Apfel (mit Schale), frisch","",130,"gram",85,0.06,0,18.66,0,0.44,"2019-11-19",2019-11-19
"Leicht und cross","",18,"gram",66,0.59,0,12.42,0,1.8,"2019-11-18",2019-11-18
"Weintrauben, frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2019-11-18",2019-11-18
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2019-11-18",2019-11-18
"Cocktail Tomaten","Spar Vital",100,"gram",28,0.1,0,3.5,0,1.6,"2019-11-18",2019-11-18
"Jungspinat","Chef Menü",30,"gram",9,0.15,0,1.08,0,0.66,"2019-11-18",2019-11-18
"Rote Paprika, frisch","",75,"gram",32,0.38,0,4.8,0,0.98,"2019-11-18",2019-11-18
"Salatgurke (ohne Schale), frisch","",147.5,"gram",18,0.24,0,3.19,0,0.87,"2019-11-18",2019-11-18
"Rucola, frisch","",40,"gram",12,0.28,0,0.84,0,1.04,"2019-11-18",2019-11-18
"Putenschinken","Berger",100,"gram",101,2,0,1.2,0,19,"2019-11-18",2019-11-18
"Tortilla Wrap","Santa Maria",60,"gram",178,3,0,31.8,0,5.1,"2019-11-18",2019-11-18
"Chicken-Ceasar-Salad","Thermomix",100,"gram",745,62,0,9,0,31,"2019-11-18",2019-11-18
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2019-11-18",2019-11-18
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2019-11-18",2019-11-18
"Dinkelbrötchen","",120,"gram",271,4.08,0,45.6,0,12,"2019-11-18",2019-11-18
"Weintrauben, frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2019-11-17",2019-11-17
"Apfel (mit Schale), frisch","",130,"gram",85,0.06,0,18.66,0,0.44,"2019-11-17",2019-11-17
"Tortilla Wrap","Santa Maria",60,"gram",178,3,0,31.8,0,5.1,"2019-11-17",2019-11-17
"Jungspinat","Chef Menü",30,"gram",9,0.15,0,1.08,0,0.66,"2019-11-17",2019-11-17
"Putenschinken","Berger",100,"gram",101,2,0,1.2,0,19,"2019-11-17",2019-11-17
"Cocktail Tomaten","Spar Vital",100,"gram",28,0.1,0,3.5,0,1.6,"2019-11-17",2019-11-17
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2019-11-17",2019-11-17
"Rucola, frisch","",40,"gram",12,0.28,0,0.84,0,1.04,"2019-11-17",2019-11-17
"Salatgurke (ohne Schale), frisch","",147.5,"gram",18,0.24,0,3.19,0,0.87,"2019-11-17",2019-11-17
"Rote Paprika, frisch","",75,"gram",32,0.38,0,4.8,0,0.98,"2019-11-17",2019-11-17
"Rotkraut mit Apfel","Iglo",200,"gram",126,5,0,15.6,0,2.6,"2019-11-17",2019-11-17
"Semmelknödel (Serviettenknödel)","",100,"gram",156,5.57,0,18.8,0,6.87,"2019-11-17",2019-11-17
"Sauerkraut 3524","Bofrost",100,"gram",72,4.6,0,4.8,0,2.1,"2019-11-17",2019-11-17
"Putensurbraten","",100,"gram",141,7.7,0,0,0,18,"2019-11-17",2019-11-17
"Süßkartoffeln, gekocht","",50,"gram",57,0.29,0,11.61,0,0.8,"2019-11-17",2019-11-17
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2019-11-17",2019-11-17
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2019-11-17",2019-11-17
"Dinkelbrötchen","",120,"gram",271,4.08,0,45.6,0,12,"2019-11-17",2019-11-17
"Weintrauben, frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2019-11-16",2019-11-16
"Apfel (mit Schale), frisch","",100,"gram",65,0.05,0,14.35,0,0.34,"2019-11-16",2019-11-16
"Putenschinken","Berger",100,"gram",101,2,0,1.2,0,19,"2019-11-16",2019-11-16
"Salatgurke (ohne Schale), frisch","",147.5,"gram",18,0.24,0,3.19,0,0.87,"2019-11-16",2019-11-16
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2019-11-16",2019-11-16
"Tortilla Wrap","Santa Maria",60,"gram",178,3,0,31.8,0,5.1,"2019-11-16",2019-11-16
"Jungspinat","Chef Menü",30,"gram",9,0.15,0,1.08,0,0.66,"2019-11-16",2019-11-16
"Rucola, frisch","",40,"gram",12,0.28,0,0.84,0,1.04,"2019-11-16",2019-11-16
"Cocktail Tomaten","Spar Vital",100,"gram",28,0.1,0,3.5,0,1.6,"2019-11-16",2019-11-16
"Rote Paprika, frisch","",75,"gram",32,0.38,0,4.8,0,0.98,"2019-11-16",2019-11-16
"Zuchini","",100,"gram",19,0.4,0,2.2,0,1.6,"2019-11-16",2019-11-16
"Bolognese Sauce","Eigene Herstellung",130,"gram",179,12.74,0,4.68,0,11.31,"2019-11-16",2019-11-16
"Knoblauchöl","Kunella Feinkost",10,"liter",82,9.1,0,0,0,0,"2019-11-16",2019-11-16
"Mozzarella  gerieben","Milfina (Hofer)",30,"gram",87,6.9,0,0.3,0,6,"2019-11-16",2019-11-16
"Champions weiss","Lidl",100,"gram",19,0.4,0,0.6,0,2.2,"2019-11-16",2019-11-16
"Zucchini, frisch","",300,"gram",69,0.87,0,6.78,0,6.09,"2019-11-16",2019-11-16
"Dinkelbrötchen","",120,"gram",271,4.08,0,45.6,0,12,"2019-11-16",2019-11-16
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2019-11-16",2019-11-16
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2019-11-16",2019-11-16
"Himbeeren, frisch","",125,"gram",54,0.38,0,6.01,0,1.63,"2019-11-15",2019-11-15
"Softi Kaubonbon","Hitschler",15,"gram",63,0.92,0,13.55,0,0.23,"2019-11-15",2019-11-15
"Heidelbeeren (Blaubeeren) gesüßt, gefroren","",120,"gram",97,0.16,0,26.34,0,0.48,"2019-11-15",2019-11-15
"Putenschinken","Berger",100,"gram",101,2,0,1.2,0,19,"2019-11-15",2019-11-15
"Rucola, frisch","",40,"gram",12,0.28,0,0.84,0,1.04,"2019-11-15",2019-11-15
"Jungspinat","Chef Menü",30,"gram",9,0.15,0,1.08,0,0.66,"2019-11-15",2019-11-15
"Rote Paprika, frisch","",75,"gram",32,0.38,0,4.8,0,0.98,"2019-11-15",2019-11-15
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2019-11-15",2019-11-15
"Cocktail Tomaten","Spar Vital",100,"gram",28,0.1,0,3.5,0,1.6,"2019-11-15",2019-11-15
"Tortilla Wrap","Santa Maria",60,"gram",178,3,0,31.8,0,5.1,"2019-11-15",2019-11-15
"Salatgurke (ohne Schale), frisch","",147.5,"gram",18,0.24,0,3.19,0,0.87,"2019-11-15",2019-11-15
"Zuchini","",100,"gram",19,0.4,0,2.2,0,1.6,"2019-11-15",2019-11-15
"Basmati/Jasminreis 100 g gekocht","",130,"gram",176,0.26,0,39.26,0,3.9,"2019-11-15",2019-11-15
"Knoblauchöl","Kunella Feinkost",10,"liter",82,9.1,0,0,0,0,"2019-11-15",2019-11-15
"Riesengarnelen Thai-Curry","Almare Seafood (Aldi)",250,"gram",183,4.5,0,5.5,0,30,"2019-11-15",2019-11-15
"Kürbis, frisch","",116,"gram",34,0.15,0,5.32,0,1.28,"2019-11-15",2019-11-15
"Mozzarella  gerieben","Milfina (Hofer)",20,"gram",58,4.6,0,0.2,0,4,"2021-01-09",2021-01-09
"Bolognese Sauce","Eigene Herstellung",100,"gram",138,9.8,0,3.6,0,8.7,"2021-01-09",2021-01-09
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2021-01-09",2021-01-09
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2021-01-09",2021-01-09
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2021-01-09",2021-01-09
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2021-01-09",2021-01-09
"Weintrauben (rot/grün), frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2021-01-08",2021-01-08
"Crispy Protein bar cookies&cream","Hej Nutrition",45,"gram",170,7.2,0,17.55,0,14.4,"2021-01-08",2021-01-08
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2021-01-08",2021-01-08
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2021-01-08",2021-01-08
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2021-01-08",2021-01-08
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2021-01-08",2021-01-08
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2021-01-08",2021-01-08
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2021-01-08",2021-01-08
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2021-01-08",2021-01-08
"Eisbergsalat mit Dressing","VW",175,"gram",75,5.02,0,4.88,0,1.94,"2021-01-08",2021-01-08
"Champion weiß","Markt Frisch",100,"gram",22,0.5,0,0.1,0,3.1,"2021-01-08",2021-01-08
"Rapsöl","",15,"gram",133,15,0,0,0,0,"2021-01-08",2021-01-08
"Zuchini","Gemüse",200,"gram",34,0.6,0,6.2,0,2.4,"2021-01-08",2021-01-08
"Bolognese Sauce","Eigene Herstellung",100,"gram",138,9.8,0,3.6,0,8.7,"2021-01-08",2021-01-08
"Zuchini","Gemüse",200,"gram",34,0.6,0,6.2,0,2.4,"2021-01-08",2021-01-08
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2021-01-08",2021-01-08
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2021-01-08",2021-01-08
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2021-01-08",2021-01-08
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2021-01-08",2021-01-08
"Weintrauben (rot/grün), frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2021-01-07",2021-01-07
"Fitness nutritious energy","Nestlé",23.5,"gram",88,1.88,0,14.97,0,1.55,"2021-01-07",2021-01-07
"20 mango","NÖM PRO",235,"gram",122,1.17,0,9.4,0,19.74,"2021-01-07",2021-01-07
"Hej crispy bar Cookie dough","Hej Natural",45,"gram",166,6.75,0,18,0,13.95,"2021-01-07",2021-01-07
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2021-01-07",2021-01-07
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2021-01-07",2021-01-07
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2021-01-07",2021-01-07
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2021-01-07",2021-01-07
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2021-01-07",2021-01-07
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2021-01-07",2021-01-07
"Sockeye Wildlachs","MSC",100,"gram",133,4.8,0,1.4,0,21,"2021-01-07",2021-01-07
"Spiegelei","",70,"gram",137,11.06,0,0.7,0,9.1,"2021-01-07",2021-01-07
"Kartoffeln (ohne Schale), gekocht","",135,"gram",122,0.03,0,25.58,0,2.7,"2021-01-07",2021-01-07
"Cremespinat","Iglo",230,"gram",140,7.59,0,8.05,0,8.05,"2021-01-07",2021-01-07
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2021-01-07",2021-01-07
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2021-01-07",2021-01-07
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2021-01-07",2021-01-07
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2021-01-07",2021-01-07
"Weintrauben (rot/grün), frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2021-01-06",2021-01-06
"Hej crispy bar Cookie dough","Hej Natural",45,"gram",166,6.75,0,18,0,13.95,"2021-01-06",2021-01-06
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2021-01-06",2021-01-06
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2021-01-06",2021-01-06
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2021-01-06",2021-01-06
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2021-01-06",2021-01-06
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2021-01-06",2021-01-06
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2021-01-06",2021-01-06
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2021-01-06",2021-01-06
"Kartoffeln (ohne Schale), gekocht","",135,"gram",122,0.03,0,25.58,0,2.7,"2021-01-06",2021-01-06
"Spiegelei","",70,"gram",137,11.06,0,0.7,0,9.1,"2021-01-06",2021-01-06
"Putenfrankfurter","Hofstädter",120,"gram",223,16.8,0,0,0,18,"2021-01-06",2021-01-06
"Cremespinat","Iglo",200,"gram",122,6.6,0,7,0,7,"2021-01-06",2021-01-06
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2021-01-06",2021-01-06
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2021-01-06",2021-01-06
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2021-01-06",2021-01-06
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2021-01-06",2021-01-06
"Weintrauben (rot/grün), frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2021-01-05",2021-01-05
"Hej crispy bar Cookie dough","Hej Natural",45,"gram",166,6.75,0,18,0,13.95,"2021-01-05",2021-01-05
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2021-01-05",2021-01-05
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2021-01-05",2021-01-05
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2021-01-05",2021-01-05
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2021-01-05",2021-01-05
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2021-01-05",2021-01-05
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2021-01-05",2021-01-05
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2021-01-05",2021-01-05
"Kokosöl","Alnatura",10,"liter",83,9.2,0,0.05,0,0.05,"2021-01-05",2021-01-05
"Ofenlachs","Almare Seafood (Hofer)",125,"gram",273,18.75,0,5.63,0,21.25,"2021-01-05",2021-01-05
"Zuchini","Gemüse",200,"gram",34,0.6,0,6.2,0,2.4,"2021-01-05",2021-01-05
"Champignons (Pilze), frisch","",150,"gram",36,0.38,0,0.84,0,6.16,"2021-01-05",2021-01-05
"Süßkartoffeln, gekocht","",200,"gram",226,1.16,0,46.46,0,3.2,"2021-01-05",2021-01-05
"Fastenbutter","NÖM",20,"gram",78,8,0,0.6,0,0.8,"2021-01-05",2021-01-05
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2021-01-05",2021-01-05
"Marmelade Erdbeere kalorienreduziert","Darbo",40,"gram",32,0,0,9.6,0,0.2,"2021-01-05",2021-01-05
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2021-01-05",2021-01-05
"Hej crispy bar Cookie dough","Hej Natural",45,"gram",166,6.75,0,18,0,13.95,"2021-01-04",2021-01-04
"Weintrauben (rot/grün), frisch","",150,"gram",108,0.42,0,22.86,0,1.02,"2021-01-04",2021-01-04
"Fitness nutritious energy","Nestlé",23.5,"gram",88,1.88,0,14.97,0,1.55,"2021-01-04",2021-01-04
"Fitline Frischkäse 0,2% Fett","Exquisa",20,"gram",12,0.04,0,0.7,0,2,"2021-01-04",2021-01-04
"Dinkelbrötchen","",60,"gram",136,2.04,0,22.8,0,6,"2021-01-04",2021-01-04
"Tzatziki","Greco",70,"gram",92,7.07,0,3.15,0,3.78,"2021-01-04",2021-01-04
"Rote Paprika, frisch","",150,"gram",65,0.75,0,9.6,0,1.95,"2021-01-04",2021-01-04
"Cocktailtomaten","",100,"gram",21,0.3,0,3.5,0,1,"2021-01-04",2021-01-04
"Putenfarmerschinken","Billa",50,"gram",50,1,0,3.2,0,7,"2021-01-04",2021-01-04
"Salatgurke (ohne Schale), frisch","",590,"gram",71,0.94,0,12.74,0,3.48,"2021-01-04",2021-01-04
"Zuchini","Gemüse",200,"gram",34,0.6,0,6.2,0,2.4,"2021-01-04",2021-01-04
